year	state	office	dist	type	nextup	party	party_formal	name_snyder	inc	candidatevotes	totalvotes	won	runoff
2012.0	"MN"	"H"	5.0	"G"	2014.0	"R"	"R"	"FIELDS, CHRIS"	0.0	88753.0	350855.0	0.0	
2012.0	"MN"	"H"	6.0	"G"	2014.0	"R"	"R"	"BACHMANN, MICHELE"	1.0	179240.0	354184.0	1.0	
2012.0	"MN"	"H"	7.0	"G"	2014.0	"R"	"R"	"BYBERG, LEE"	0.0	114151.0	327240.0	0.0	
2012.0	"MN"	"H"	8.0	"G"	2014.0	"R"	"R"	"CRAVAACK, RAYMOND J. (CHIP)"	1.0	160520.0	352496.0	0.0	
2012.0	"MO"	"S"	1.0	"G"	2018.0	"D"	"D"	"MCCASKILL, CLAIRE"	1.0	1494125.0	2725742.0	1.0	
2012.0	"MO"	"S"	1.0	"G"	2018.0	"Lbt"	"Lbt"	"DINE, JONATHAN"	0.0	165458.0	2725742.0	0.0	
2012.0	"MO"	"S"	1.0	"G"	2018.0	"R"	"R"	"AKIN, WILLIAM TODD"	0.0	1066159.0	2725742.0	0.0	
2012.0	"MO"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	1223796.0	2757323.0		
2012.0	"MO"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	43151.0	2757323.0		
2012.0	"MO"	"P"		"G"	2016.0	"Other"	"Constitution Party"	"GOODE, VIRGIL HAMLIN, JR."	0.0	7936.0	2757323.0		
2012.0	"MO"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	1482440.0	2757323.0		
2012.0	"MO"	"H"	1.0	"G"	2014.0	"D"	"D"	"CLAY, WILLIAM LACY (BILL), JR."	1.0	267927.0	340583.0	1.0	
2012.0	"MO"	"H"	2.0	"G"	2014.0	"D"	"D"	"KOENEN, GLENN MICHAEL"	0.0	146272.0	392436.0	0.0	
2012.0	"MO"	"H"	3.0	"G"	2014.0	"D"	"D"	"MAYER, ERIC C."	0.0	111189.0	338384.0	0.0	
2012.0	"MO"	"H"	4.0	"G"	2014.0	"D"	"D"	"HENSLEY, TERESA"	0.0	113120.0	315764.0	0.0	
2012.0	"MO"	"H"	5.0	"G"	2014.0	"D"	"D"	"CLEAVER, EMANUEL, II"	1.0	200290.0	330936.0	1.0	
2012.0	"MO"	"H"	6.0	"G"	2014.0	"D"	"D"	"YARBER, KYLE"	0.0	108503.0	333688.0	0.0	
2012.0	"MO"	"H"	7.0	"G"	2014.0	"D"	"D"	"EVANS, JAMES S. (JIM)"	0.0	98498.0	318731.0	0.0	
2012.0	"MO"	"H"	8.0	"G"	2014.0	"D"	"D"	"RUSHIN, JACK D."	0.0	73755.0	300391.0	0.0	
2012.0	"MO"	"H"	1.0	"G"	2014.0	"Lbt"	"Lbt"	"CUNNINGHAM, ROBB E."	0.0	11824.0	340583.0	0.0	
2012.0	"MO"	"H"	2.0	"G"	2014.0	"Lbt"	"Lbt"	"SLANTZ, BILL"	0.0	9193.0	392436.0	0.0	
2012.0	"MO"	"H"	3.0	"G"	2014.0	"Lbt"	"Lbt"	"WILSON, STEVEN (STEVE)"	0.0	12352.0	338384.0	0.0	
2012.0	"MO"	"H"	4.0	"G"	2014.0	"Lbt"	"Lbt"	"HOLBROOK, THOMAS"	0.0	10407.0	315764.0	0.0	
2012.0	"MO"	"H"	5.0	"G"	2014.0	"Lbt"	"Lbt"	"LANGKRAEHR, RANDALL DAVID (RANDY)"	0.0	8497.0	330936.0	0.0	
2012.0	"MO"	"H"	6.0	"G"	2014.0	"Lbt"	"Lbt"	"MONCHIL, RUSS LEE"	0.0	8279.0	333688.0	0.0	
2012.0	"MO"	"H"	7.0	"G"	2014.0	"Lbt"	"Lbt"	"CRAIG, KEVIN"	0.0	16668.0	318731.0	0.0	
2012.0	"MO"	"H"	8.0	"G"	2014.0	"Lbt"	"Lbt"	"VANDEVEN, RICK"	0.0	10553.0	300391.0	0.0	
2012.0	"MO"	"H"	1.0	"G"	2014.0	"R"	"R"	"HAMLIN, ROBYN L."	0.0	60832.0	340583.0	0.0	
2012.0	"MO"	"H"	2.0	"G"	2014.0	"R"	"R"	"WAGNER, ANN L."	0.0	236971.0	392436.0	1.0	
2012.0	"MO"	"H"	3.0	"G"	2014.0	"R"	"R"	"LUETKEMEYER, W. BLAINE"	1.0	214843.0	338384.0	1.0	
2012.0	"MO"	"H"	4.0	"G"	2014.0	"R"	"R"	"HARTZLER, VICKY J."	1.0	192237.0	315764.0	1.0	
2012.0	"MO"	"H"	5.0	"G"	2014.0	"R"	"R"	"TURK, JACOB"	0.0	122149.0	330936.0	0.0	
2012.0	"MO"	"H"	6.0	"G"	2014.0	"R"	"R"	"GRAVES, SAMUEL B. (SAM), JR."	1.0	216906.0	333688.0	1.0	
2012.0	"MO"	"H"	7.0	"G"	2014.0	"R"	"R"	"LONG, BILLY"	1.0	203565.0	318731.0	1.0	
2012.0	"MO"	"H"	8.0	"G"	2014.0	"R"	"R"	"EMERSON, JO ANN"	1.0	216083.0	300391.0	1.0	
2012.0	"MO"	"G"		"G"	2016.0	"D"	"D"	"NIXON, JEREMIAH W. (JAY)"	1.0	1494056.0	2727830.0	1.0	
2012.0	"MO"	"G"		"G"	2016.0	"Lbt"	"Lbt"	"HIGGINS, JAMES EDWARD (JIM)"	0.0	73509.0	2727830.0	0.0	
2012.0	"MO"	"G"		"G"	2016.0	"R"	"R"	"SPENCE, DAVID (DAVE)"	0.0	1160265.0	2727830.0	0.0	
2012.0	"MS"	"S"	1.0	"G"	2018.0	"D"	"D"	"GORE, ALBERT N., JR."	0.0	503467.0	1241568.0	0.0	
2012.0	"MS"	"S"	1.0	"G"	2018.0	"Other"	"Const"	"CRAMER, THOMAS EVERETT"	0.0	15281.0	1241568.0	0.0	
2012.0	"MS"	"S"	1.0	"G"	2018.0	"Other"	"Reform"	"O'HARA, SHAWN R."	0.0	13194.0	1241568.0	0.0	
2012.0	"MS"	"S"	1.0	"G"	2018.0	"R"	"R"	"WICKER, ROGER F."	2.0	709626.0	1241568.0	1.0	
2012.0	"MS"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	562949.0	1285584.0		
2012.0	"MS"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	6676.0	1285584.0		
2012.0	"MS"	"P"		"G"	2016.0	"Other"	"Constitution Party"	"GOODE, VIRGIL HAMLIN, JR."	0.0	2609.0	1285584.0		
2012.0	"MS"	"P"		"G"	2016.0	"Other"	"Grn"	"STEIN, JILL"	0.0	1588.0	1285584.0		
2012.0	"MS"	"P"		"G"	2016.0	"Other"	"Reform Party"	"WASHER, BARBARA DALE"	0.0	1016.0	1285584.0		
2012.0	"MS"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	710746.0	1285584.0		
2012.0	"MS"	"H"	1.0	"G"	2014.0	"D"	"D"	"MORRIS, BRAD"	0.0	114076.0	309177.0	0.0	
2012.0	"MS"	"H"	2.0	"G"	2014.0	"D"	"D"	"THOMPSON, BENNIE G."	1.0	214978.0	320244.0	1.0	
2012.0	"MS"	"H"	4.0	"G"	2014.0	"D"	"D"	"MOORE, MATTHEW R. (MATT)"	0.0	82344.0	285432.0	0.0	
2012.0	"MS"	"H"	2.0	"G"	2014.0	"I"	"I"	"WILLIAMS, COBBY MONDALE"	0.0	4605.0	320244.0	0.0	
2012.0	"MS"	"H"	1.0	"G"	2014.0	"Lbt"	"Lbt"	"BEDWELL, DANNY"	0.0	3584.0	309177.0	0.0	
2012.0	"MS"	"H"	4.0	"G"	2014.0	"Lbt"	"Lbt"	"WILLIAMS, RONAND P. (RON)"	0.0	17982.0	285432.0	0.0	
2012.0	"MS"	"H"	1.0	"G"	2014.0	"Other"	"Const"	"BOURLAND, JIM"	0.0	2390.0	309177.0	0.0	
2012.0	"MS"	"H"	1.0	"G"	2014.0	"Other"	"Reform"	"POTTS, CHRIS"	0.0	2367.0	309177.0	0.0	
2012.0	"MS"	"H"	2.0	"G"	2014.0	"Other"	"Reform"	"WILLIAMS, LAJENA"	0.0	1501.0	320244.0	0.0	
2012.0	"MS"	"H"	3.0	"G"	2014.0	"Other"	"Reform"	"PANNELL, JOHN"	0.0	58605.0	293312.0	0.0	
2012.0	"MS"	"H"	4.0	"G"	2014.0	"Other"	"Reform"	"CLAUNCH, ROBERT W. (BOB)"	0.0	2108.0	285432.0	0.0	
2012.0	"MS"	"H"	1.0	"G"	2014.0	"R"	"R"	"NUNNELEE, PATRICK ALAN"	1.0	186760.0	309177.0	1.0	
2012.0	"MS"	"H"	2.0	"G"	2014.0	"R"	"R"	"MARCY, WILLIAM LOUIS (BILL)"	0.0	99160.0	320244.0	0.0	
2012.0	"MS"	"H"	3.0	"G"	2014.0	"R"	"R"	"HARPER, GREGG"	1.0	234707.0	293312.0	1.0	
2012.0	"MS"	"H"	4.0	"G"	2014.0	"R"	"R"	"PALAZZO, STEVEN MCCARTY"	1.0	182998.0	285432.0	1.0	
2012.0	"MT"	"S"	1.0	"G"	2018.0	"D"	"D"	"TESTER, JON"	1.0	236123.0	486066.0	1.0	
2012.0	"MT"	"S"	1.0	"G"	2018.0	"Lbt"	"Lbt"	"COX, DAN"	0.0	31892.0	486066.0	0.0	
2012.0	"MT"	"S"	1.0	"G"	2018.0	"R"	"R"	"REHBERG, DENNIS R. (DENNY)"	0.0	218051.0	486066.0	0.0	
2012.0	"MT"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	201839.0	483932.0		
2012.0	"MT"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	14165.0	483932.0		
2012.0	"MT"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	267928.0	483932.0		
2012.0	"MT"	"H"	1.0	"G"	2014.0	"D"	"D"	"GILLAN, KIM"	0.0	204939.0	479740.0	0.0	
2012.0	"MT"	"H"	1.0	"G"	2014.0	"Lbt"	"Lbt"	"KAISER, DAVID"	0.0	19333.0	479740.0	0.0	
2012.0	"MT"	"H"	1.0	"G"	2014.0	"R"	"R"	"DAINES, STEVEN (STEVE)"	0.0	255468.0	479740.0	1.0	
2012.0	"MT"	"G"		"G"	2016.0	"D"	"D"	"BULLOCK, STEVE"	0.0	236450.0	483489.0	1.0	
2012.0	"MT"	"G"		"G"	2016.0	"Lbt"	"Lbt"	"VANDEVENDER, RON"	0.0	18160.0	483489.0	0.0	
2012.0	"MT"	"G"		"G"	2016.0	"R"	"R"	"HILL, RICK A."	0.0	228879.0	483489.0	0.0	
2012.0	"NC"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	2178391.0	4493301.0		
2012.0	"NC"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	44515.0	4493301.0		
2012.0	"NC"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	2270395.0	4493301.0		
2012.0	"NC"	"H"	1.0	"G"	2014.0	"D"	"D"	"BUTTERFIELD, GEORGE K. (G.K.), JR."	1.0	254644.0	338066.0	1.0	
2012.0	"NC"	"H"	2.0	"G"	2014.0	"D"	"D"	"WILKINS, STEPHEN PATRICK (STEVE)"	0.0	128973.0	311397.0	0.0	
2012.0	"NC"	"H"	3.0	"G"	2014.0	"D"	"D"	"ANDERSON, ERIK STEVEN"	0.0	114314.0	309885.0	0.0	
2012.0	"NC"	"H"	4.0	"G"	2014.0	"D"	"D"	"PRICE, DAVID EUGENE"	1.0	259534.0	348485.0	1.0	
2012.0	"NC"	"H"	5.0	"G"	2014.0	"D"	"D"	"MOTSINGER, ELISABETH MARIE"	0.0	148252.0	349197.0	0.0	
2012.0	"NC"	"H"	6.0	"G"	2014.0	"D"	"D"	"FORIEST, ANTHONY E. (TONY)"	0.0	142467.0	364583.0	0.0	
2012.0	"NC"	"H"	7.0	"G"	2014.0	"D"	"D"	"MCINTYRE, MIKE"	1.0	168697.0	336739.0	1.0	
2012.0	"NC"	"H"	8.0	"G"	2014.0	"D"	"D"	"KISSELL, LAWRENCE W. (LARRY)"	1.0	137139.0	301824.0	0.0	
2012.0	"NC"	"H"	9.0	"G"	2014.0	"D"	"D"	"ROBERTS, JENNIFER"	0.0	171503.0	375690.0	0.0	
2012.0	"NC"	"H"	10.0	"G"	2014.0	"D"	"D"	"KEEVER, PATRICIA R. (PATSY)"	0.0	144023.0	334849.0	0.0	
2012.0	"NC"	"H"	11.0	"G"	2014.0	"D"	"D"	"ROGERS, HAYDEN"	0.0	141107.0	331426.0	0.0	
2012.0	"NC"	"H"	12.0	"G"	2014.0	"D"	"D"	"WATT, MELVIN LUTHER (MEL)"	1.0	247591.0	310908.0	1.0	
2012.0	"NC"	"H"	13.0	"G"	2014.0	"D"	"D"	"MALONE, CHARLES J."	0.0	160115.0	370610.0	0.0	
2012.0	"NC"	"H"	1.0	"G"	2014.0	"Lbt"	"Lbt"	"HOLLOMAN, DARRYL"	0.0	6134.0	338066.0	0.0	
2012.0	"NC"	"H"	2.0	"G"	2014.0	"Lbt"	"Lbt"	"IRVING, BRIAN"	0.0	8358.0	311397.0	0.0	
2012.0	"NC"	"H"	9.0	"G"	2014.0	"Lbt"	"Lbt"	"CAMPBELL, CURTIS"	0.0	9650.0	375690.0	0.0	
2012.0	"NC"	"H"	8.0	"G"	2014.0	"Other"	"W-I"	"BLUE, ANTONIO"	0.0	3990.0	301824.0	0.0	
2012.0	"NC"	"H"	1.0	"G"	2014.0	"R"	"R"	"DILAURO, PETE"	0.0	77288.0	338066.0	0.0	
2012.0	"NC"	"H"	2.0	"G"	2014.0	"R"	"R"	"ELLMERS, RENEE JACISIN"	1.0	174066.0	311397.0	1.0	
2012.0	"NC"	"H"	3.0	"G"	2014.0	"R"	"R"	"JONES, WALTER B., JR."	1.0	195571.0	309885.0	1.0	
2012.0	"NC"	"H"	4.0	"G"	2014.0	"R"	"R"	"D'ANNUNZIO, TIMOTHY BRUCE (TIM)"	0.0	88951.0	348485.0	0.0	
2012.0	"NC"	"H"	5.0	"G"	2014.0	"R"	"R"	"FOXX, VIRGINIA ANN"	1.0	200945.0	349197.0	1.0	
2012.0	"NC"	"H"	6.0	"G"	2014.0	"R"	"R"	"COBLE, JOHN HOWARD"	1.0	222116.0	364583.0	1.0	
2012.0	"NC"	"H"	7.0	"G"	2014.0	"R"	"R"	"ROUZER, DAVID CHESTON"	0.0	168042.0	336739.0	0.0	
2012.0	"NC"	"H"	8.0	"G"	2014.0	"R"	"R"	"HUDSON, RICHARD L., JR."	0.0	160695.0	301824.0	1.0	
2012.0	"NC"	"H"	9.0	"G"	2014.0	"R"	"R"	"PITTENGER, ROBERT M."	0.0	194537.0	375690.0	1.0	
2012.0	"NC"	"H"	10.0	"G"	2014.0	"R"	"R"	"MCHENRY, PATRICK TIMOTHY"	1.0	190826.0	334849.0	1.0	
2012.0	"NC"	"H"	11.0	"G"	2014.0	"R"	"R"	"MEADOWS, MARK R."	0.0	190319.0	331426.0	1.0	
2012.0	"NC"	"H"	12.0	"G"	2014.0	"R"	"R"	"BROSCH, JACK W."	0.0	63317.0	310908.0	0.0	
2012.0	"NC"	"H"	13.0	"G"	2014.0	"R"	"R"	"HOLDING, GEORGE E.B."	0.0	210495.0	370610.0	1.0	
2012.0	"NC"	"G"		"G"	2016.0	"D"	"D"	"DALTON, WALTER H."	0.0	1931580.0	4466998.0	0.0	
2012.0	"NC"	"G"		"G"	2016.0	"Lbt"	"Lbt"	"HOWE, BARBARA J."	0.0	94652.0	4466998.0	0.0	
2012.0	"NC"	"G"		"G"	2016.0	"Other"	"W-I"	"KREAMER, DONALD"	0.0	59.0	4466998.0	0.0	
2012.0	"NC"	"G"		"G"	2016.0	"R"	"R"	"MCCRORY, PATRICK LLOYD (PAT)"	0.0	2440707.0	4466998.0	1.0	
2012.0	"ND"	"S"	1.0	"G"	2018.0	"D"	"D"	"HEITKAMP, M.K. HEIDI"	0.0	161337.0	319738.0	1.0	
2012.0	"ND"	"S"	1.0	"G"	2018.0	"R"	"R"	"BERG, RICHARD A. (RICK)"	0.0	158401.0	319738.0	0.0	
2012.0	"ND"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	124966.0	321072.0		
2012.0	"ND"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	5238.0	321072.0		
2012.0	"ND"	"P"		"G"	2016.0	"Other"	"Constitution Party"	"GOODE, VIRGIL HAMLIN, JR."	0.0	1186.0	321072.0		
2012.0	"ND"	"P"		"G"	2016.0	"Other"	"Grn"	"STEIN, JILL"	0.0	1362.0	321072.0		
2012.0	"ND"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	188320.0	321072.0		
2012.0	"ND"	"H"	1.0	"G"	2014.0	"D"	"D"	"GULLESON, PAM"	0.0	131870.0	315716.0	0.0	
2012.0	"ND"	"H"	1.0	"G"	2014.0	"Lbt"	"Lbt"	"OLSON, ERIC F."	0.0	10261.0	315716.0	0.0	
2012.0	"ND"	"H"	1.0	"G"	2014.0	"R"	"R"	"CRAMER, KEVIN J."	0.0	173585.0	315716.0	1.0	
2012.0	"ND"	"G"		"G"	2016.0	"D"	"D"	"TAYLOR, RYAN M."	0.0	109048.0	317547.0	0.0	
2012.0	"ND"	"G"		"G"	2016.0	"I"	"I"	"SORUM, PAUL JEFFREY"	0.0	5356.0	317547.0	0.0	
2012.0	"ND"	"G"		"G"	2016.0	"Lbt"	"Lbt"	"RIEMERS, ROLAND"	0.0	2618.0	317547.0	0.0	
2012.0	"ND"	"G"		"G"	2016.0	"R"	"R"	"DALRYMPLE, JACK"	0.0	200525.0	317547.0	1.0	
2012.0	"NE"	"S"	1.0	"G"	2018.0	"D"	"D"	"KERREY, J. ROBERT (BOB)"	0.0	332979.0	788572.0	0.0	
2012.0	"NE"	"S"	1.0	"G"	2018.0	"R"	"R"	"FISCHER, DEBRA S. (DEB)"	0.0	455593.0	788572.0	1.0	
2012.0	"NE"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	302081.0	790662.0		
2012.0	"NE"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	11109.0	790662.0		
2012.0	"NE"	"P"		"G"	2016.0	"Other"	"Nominated By Petition"		0.0	2408.0	790662.0		
2012.0	"NE"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	475064.0	790662.0		
2012.0	"NE"	"H"	1.0	"G"	2014.0	"D"	"D"	"REIMAN, KOREY LYNN"	0.0	81206.0	256095.0	0.0	
2012.0	"NE"	"H"	2.0	"G"	2014.0	"D"	"D"	"EWING, JOHN W., JR."	0.0	129767.0	263731.0	0.0	
2012.0	"NE"	"H"	3.0	"G"	2014.0	"D"	"D"	"SULLIVAN, ROGER MARK"	0.0	65266.0	252689.0	0.0	
2012.0	"NE"	"H"	1.0	"G"	2014.0	"R"	"R"	"FORTENBERRY, JEFFREY (JEFF)"	1.0	174889.0	256095.0	1.0	
2012.0	"NE"	"H"	2.0	"G"	2014.0	"R"	"R"	"TERRY, LEE R., JR."	1.0	133964.0	263731.0	1.0	
2012.0	"NE"	"H"	3.0	"G"	2014.0	"R"	"R"	"SMITH, ADRIAN M."	1.0	187423.0	252689.0	1.0	
2012.0	"NH"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	369561.0	708399.0		
2012.0	"NH"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	8212.0	708399.0		
2012.0	"NH"	"P"		"G"	2016.0	"Other"	"Constitution Party"	"GOODE, VIRGIL HAMLIN, JR."	0.0	708.0	708399.0		
2012.0	"NH"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	329918.0	708399.0		
2012.0	"NH"	"H"	1.0	"G"	2014.0	"D"	"D"	"SHEA-PORTER, CAROL"	0.0	171650.0	344830.0	1.0	
2012.0	"NH"	"H"	2.0	"G"	2014.0	"D"	"D"	"KUSTER, ANN MCLANE (ANNIE)"	0.0	169275.0	337188.0	1.0	
2012.0	"NH"	"H"	1.0	"G"	2014.0	"Lbt"	"Lbt"	"KELLY, BRENDAN F."	0.0	14521.0	344830.0	0.0	
2012.0	"NH"	"H"	2.0	"G"	2014.0	"Lbt"	"Lbt"	"MACIA, HARDY"	0.0	14936.0	337188.0	0.0	
2012.0	"NH"	"H"	1.0	"G"	2014.0	"R"	"R"	"GUINTA, FRANK C."	1.0	158659.0	344830.0	0.0	
2012.0	"NH"	"H"	2.0	"G"	2014.0	"R"	"R"	"BASS, CHARLES F. (CHARLIE)"	1.0	152977.0	337188.0	0.0	
2012.0	"NH"	"G"		"G"	2014.0	"D"	"D"	"HASSEN, MARGARET WOOD (MAGGIE)"	0.0	378934.0	693211.0	1.0	
2012.0	"NH"	"G"		"G"	2014.0	"Lbt"	"Lbt"	"BABIARZ, JOHN J."	0.0	19251.0	693211.0	0.0	
2012.0	"NH"	"G"		"G"	2014.0	"R"	"R"	"LAMONTAGNE, OVIDE M."	0.0	295026.0	693211.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"D"	"D"	"MENENDEZ, ROBERT (BOB)"	1.0	1985783.0	3374668.0	1.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Grn"	"Grn"	"WOLSKI, KENNETH (KEN)"	0.0	15799.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"I"	"I"	"LAVERGNE, EUGENE MARTIN"	0.0	2201.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Lbt"	"Lbt"	"KAPLAN, KENNETH R."	0.0	16803.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Other"	"Reform Nation"	"BROOKS, DARYL MIKELL"	0.0	2075.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Other"	"Jersey Strong Ind"	"DIAKOS, GWEN"	0.0	9377.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Other"	"Totally Ind Cand"	"DRANIKOFF, J. DAVID"	0.0	3830.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Other"	"Soc"	"PASON, GREGORY"	0.0	2256.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Other"	"America First"	"SONI, INDER (ANDY)"	0.0	3595.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"Other"	"Respbl Fair Integ"	"TURKAVAGE, ROBERT D. (TURK)"	0.0	3544.0	3374668.0	0.0	
2012.0	"NJ"	"S"	1.0	"G"	2018.0	"R"	"R"	"KYRILLOS, JOSEPH M. (JOE), JR."	0.0	1329405.0	3374668.0	0.0	
2012.0	"NJ"	"P"		"G"	2016.0	"D"	"D"	"OBAMA, BARACK"	1.0	2122786.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Lbt"	"Lbt"	"JOHNSON, GARY"	0.0	21035.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"Grn"	"STEIN, JILL"	0.0	9886.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"Constitution Party"	"GOODE, VIRGIL HAMLIN, JR."	0.0	2063.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"Justice"	"ANDERSON, ROSS CARL (ROCKY)"	0.0	1723.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"Nsa Did 911"	"BOSS, JEFFERY"	0.0	1024.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"Socialist Workers"	"HARRIS, JAMES"	0.0	709.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"American Third Position"	"MILLER, MERLIN"	0.0	664.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"Other"	"Socialism And Liberation Party"	"LINDSAY, PETA"	0.0	521.0	3638499.0		
2012.0	"NJ"	"P"		"G"	2016.0	"R"	"R"	"ROMNEY, MITT"	0.0	1478088.0	3638499.0		
2012.0	"NJ"	"H"	1.0	"G"	2014.0	"D"	"D"	"ANDREWS, ROBERT E. (ROB)"	1.0	210470.0	308519.0	1.0	
2012.0	"NJ"	"H"	2.0	"G"	2014.0	"D"	"D"	"SHOBER, CASSANDRA"	0.0	116463.0	289072.0	0.0	
2012.0	"NJ"	"H"	3.0	"G"	2014.0	"D"	"D"	"ADLER, SHELLEY"	0.0	145509.0	324406.0	0.0	
2012.0	"NJ"	"H"	4.0	"G"	2014.0	"D"	"D"	"FROELICH, BRIAN P."	0.0	107992.0	306249.0	0.0	
2012.0	"NJ"	"H"	5.0	"G"	2014.0	"D"	"D"	"GUSSEN, ADAM JEFFREY"	0.0	130102.0	304377.0	0.0	
2012.0	"NJ"	"H"	6.0	"G"	2014.0	"D"	"D"	"PALLONE, FRANK J., JR."	1.0	151782.0	239638.0	1.0	
2012.0	"NJ"	"H"	7.0	"G"	2014.0	"D"	"D"	"CHIVUKULA, UPENDRA J."	0.0	123090.0	307395.0	0.0	
2012.0	"NJ"	"H"	8.0	"G"	2014.0	"D"	"D"	"SIRES, ALBIO"	1.0	130857.0	167800.0	1.0	
2012.0	"NJ"	"H"	9.0	"G"	2014.0	"D"	"D"	"PASCRELL, WILLIAM J. (BILL), JR."	1.0	162834.0	220148.0	1.0	
2012.0	"NJ"	"H"	10.0	"G"	2014.0	"D"	"D"	"PAYNE, DONALD M. (DON), JR."	0.0	201435.0	230060.0	1.0	
2012.0	"NJ"	"H"	10.0	"S"	2012.0	"D"	"D"	"PAYNE, DONALD M. (DON), JR."	0.0	166413.0	170913.0	1.0	
2012.0	"NJ"	"H"	11.0	"G"	2014.0	"D"	"D"	"ARVANITES, JOHN"	0.0	123935.0	309899.0	0.0	
2012.0	"NJ"	"H"	12.0	"G"	2014.0	"D"	"D"	"HOLT, RUSH D."	1.0	189938.0	274391.0	1.0	
2012.0	"NJ"	"H"	1.0	"G"	2014.0	"Grn"	"Grn"	"REITTER, JOHN WILLIAM"	0.0	4413.0	308519.0	0.0	
2012.0	"NJ"	"H"	5.0	"G"	2014.0	"Grn"	"Grn"	"ALESSANDRINI, PATRICIA"	0.0	6772.0	304377.0	0.0	
2012.0	"NJ"	"H"	3.0	"G"	2014.0	"I"	"I"	"DENNICK, CHRISTOPHER G., JR."	0.0	280.0	324406.0	0.0	
2012.0	"NJ"	"H"	3.0	"G"	2014.0	"I"	"I"	"LAVERGNE, FREDERICK JOHN"	0.0	770.0	324406.0	0.0	
2012.0	"NJ"	"H"	4.0	"G"	2014.0	"I"	"I"	"MARSHALL, LEONARD P. (LEN)"	0.0	3111.0	306249.0	0.0	
2012.0	"NJ"	"H"	6.0	"G"	2014.0	"I"	"I"	"LYDEN, MAC DARA FRANCIS X."	0.0	830.0	239638.0	0.0	
2012.0	"NJ"	"H"	12.0	"G"	2014.0	"I"	"I"	"FREUDENHEIM, JACK"	0.0	2261.0	274391.0	0.0	
2012.0	"NJ"	"H"	2.0	"G"	2014.0	"Lbt"	"Lbt"	"ORDILLE, JOHN"	0.0	2699.0	289072.0	0.0	
2012.0	"NJ"	"H"	6.0	"G"	2014.0	"Lbt"	"Lbt"	"FLYNN, LEN T."	0.0	1392.0	239638.0	0.0	
2012.0	"NJ"	"H"	7.0	"G"	2014.0	"Lbt"	"Lbt"	"MCKNIGHT, PATRICK"	0.0	4081.0	307395.0	0.0	
